default,student,balance,income
No,No,1385.3034769525907,35045.438734077
No,No,244.66237452196668,29275.115419092992
No,No,309.2706808180399,42226.651313330025
No,Yes,624.5431656746275,14820.467192758679
No,No,530.2460199808459,27610.70309003788
No,Yes,711.5828225956208,17780.759828138696
No,No,634.1866102993085,32255.989236893027
No,No,612.0784474760171,39443.95741084151
No,No,568.093969521188,31392.066948711086
No,No,1144.242002040361,28018.995574146717
No,No,384.532041382923,36019.41039838829
No,No,1194.597578672016,38222.50610576338
Yes,Yes,2321.8822207840644,21331.314781222234
No,Yes,1131.0855678863209,21829.082394490928
No,Yes,980.1643500152965,13713.502234819303
No,Yes,925.8969166672389,12384.204229963085
No,No,517.9789014647705,41755.34397801779
No,No,1386.1919485038468,42537.99079280536
No,No,811.2419476192584,26448.328496980102
No,Yes,451.69530901367796,11460.434698273322
No,Yes,985.0926985751561,18499.961542760917
No,Yes,1242.7229433911343,23037.41371840688
No,No,1477.5323937944859,46965.138260122854
No,No,782.778332002182,39224.409273883575
No,No,146.36585682709506,44666.93230108692
No,No,1093.8030048391647,29573.23822958883
No,No,28.789776019142096,55369.20138613103
No,No,389.61325185969446,43472.67429939421
No,Yes,501.11164471192626,22393.273080036717
No,No,435.39315942201216,32907.33246717923
No,No,667.2030608266782,44682.831556619945
No,No,1077.812379379441,26518.080277910514
No,No,1252.653058233131,35382.140325383894
No,No,967.1388884178358,35269.12296731767
No,No,885.5100066861161,42683.4797282413
No,No,738.3278042514683,37273.171148448804
No,Yes,538.706536221086,16350.36018241571
No,Yes,638.204399721592,14641.38373389703
No,No,595.1451336041054,46011.94663169373
No,Yes,671.1758687676279,17564.9547548174
No,No,931.0411701353488,42225.36714294429
No,Yes,641.8936456172733,16400.364750098775
No,No,385.185120450238,50316.8015163965
No,Yes,1929.4469802584545,14995.49216849014
No,No,848.6763909315516,38742.05979373409
No,No,783.12296011937,36514.69014158822
No,No,918.6817794255973,48160.52428716472
Yes,Yes,2261.8481616666604,20030.165119409554
No,No,932.6653075355039,42758.6007035183
No,Yes,714.5496127880892,13431.84165090034
No,No,310.495919327847,47427.32909109616
No,No,1585.5250890915386,49011.415667202906
No,No,0,51740.42159927119
No,No,0,29322.63139445806
No,No,450.3355797682529,20080.102119282456
No,Yes,879.8520049591131,23996.740196486462
No,Yes,1438.0554969809314,19200.501826253523
No,Yes,625.772022490437,23122.61103040039
Yes,No,1549.894673436832,47916.29485605418
No,Yes,1456.8580537670136,14530.311200167778
No,Yes,448.8806562560393,15799.470409795575
No,No,1237.8433913825245,31880.17558621051
No,No,1341.7034415768526,53122.068958297714
No,Yes,1675.422140900554,13703.881091161007
No,Yes,0,18235.674374675138
No,No,497.8819052435423,55543.624687547504
No,No,1185.2889268918589,39926.6069284213
No,No,1911.6685167282876,52802.0888231585
No,No,637.8002910597404,40323.559065043744
No,Yes,1353.0118446886906,26207.68627912108
No,No,743.1818270165395,50250.91901425364
No,Yes,1031.0177319534257,16568.63300474456
No,No,848.6053870820349,22749.64767628859
No,No,1155.6803888525828,50955.10653461106
No,No,1033.4684685052316,59203.967663027084
No,No,650.0755294790806,32560.761041990387
No,No,1128.4114629784372,51778.17985370946
No,No,221.1637827530849,43072.8942477535
No,Yes,638.0655847848459,17922.403491465728
No,No,0,48303.871513740145
No,No,698.2917247296867,43876.16187527539
No,No,1493.2704665861888,41005.217476355276
No,Yes,803.9689750473294,16553.772825901775
No,Yes,1230.7146279119552,18581.27461263313
No,No,600.1348609888962,39395.97839933407
No,No,906.4161880382287,49815.65113596321
No,No,657.5311129117788,40807.28130207569
No,No,949.1775915505434,36557.96159128847
No,Yes,700.3351716837855,15905.21269528295
No,No,1308.5291715203364,57190.87487284324
No,No,1074.1433568472407,35054.58442462878
No,No,1315.6091314640025,54833.05551960676
No,No,684.1860236585607,45400.01735687375
No,No,812.3992965256474,49623.10098209136
No,No,1218.8649857954265,45593.860214906206
No,No,547.8633422386931,45966.35106075491
No,No,525.5156820222505,50763.984005272854
No,No,697.6663825645359,35402.26795678152
No,No,834.6900594775934,42468.91366464552
No,No,820.9192041461837,47746.542073101606
Yes,No,1436.3115494347282,18810.804135198152
No,No,978.2392899966247,43410.363315493865
No,No,561.9897453552287,40446.008779932796
No,No,0,29072.721493803852
No,No,509.3177985868119,18221.14655847244
No,No,518.3699058311855,27527.23480246011
No,No,916.7291771550889,37212.8085297821
No,No,874.0314340438425,39664.93612645914
No,No,368.196933199287,32107.67872020624
No,Yes,1367.0138747448445,11293.469259424728
No,No,379.10036064388373,31350.9286329779
No,Yes,102.28307155297068,20671.04721073074
No,No,0,38228.26016780943
No,No,1186.9327290593503,51742.57643673572
No,Yes,1684.275341101299,20344.178203172272
No,No,756.2166996320254,36513.921210849025
Yes,Yes,1893.9429552622412,12399.124737418568
No,Yes,975.9555973584298,18246.8157222368
No,Yes,722.2273331145566,18487.040564780342
No,No,413.5990057946622,31466.22059253405
No,No,1107.8011559100637,34561.94953905611
No,Yes,1447.9707930104842,16421.455495776092
No,Yes,1240.724012225395,19702.799499121793
No,No,196.9871114154529,41314.99361581096
No,No,1341.077777455898,40199.84141480917
No,No,602.3617019944542,53800.547209215416
No,Yes,1208.1444824010282,17721.293662359367
No,No,1567.763856020666,39201.24185792256
No,No,1702.3013574210386,46589.06262351884
No,No,816.8883527512528,52492.34594479174
No,Yes,810.1022252305114,15102.32418046
No,No,656.5227012534704,34229.374103209644
No,No,796.9912084633925,25159.55485582196
No,Yes,904.0402590668128,16882.300605653527
No,No,571.1799476221939,39682.80286911149
No,No,956.1513521834503,44086.70773423138
No,No,170.26023658430051,62708.16201750106
No,Yes,850.0961165964607,18618.987907501858
No,No,711.0038909590463,51035.74577017935
No,No,390.31031529106264,42322.246697405
No,Yes,778.2499052073039,23805.910565843922
No,No,1152.550663506814,27346.03060936463
No,No,903.5493047303625,46971.56216970521
No,No,586.4709774728466,52203.85892735785
No,Yes,633.1704436060513,23694.325238559897
No,No,845.4119892174481,58636.156983807115
No,No,1387.973384947216,30716.643061225976
No,No,1301.1582955098706,28673.64598466322
No,Yes,970.5159466122732,16584.82828903723
No,No,1395.6026557512737,54148.84856837061
No,Yes,1579.9900322301523,13274.731502390287
No,Yes,810.3080124175564,16248.45554556718
No,No,790.238985859862,43646.143132221274
No,No,248.0414824210019,36257.161447609
No,No,0,45178.59169198993
No,No,592.4323213806331,32283.264120466923
No,Yes,839.8835565619236,16883.33885820693
No,No,728.2789548401282,30028.180114333038
No,No,774.5380740640396,22691.88244396534
No,No,1335.5414177291088,53354.84920948286
No,No,559.3240273053009,53542.412719024374
No,No,724.2438057950457,43399.71828239544
No,No,1234.5124725186092,50293.43353585836
No,No,685.6368839819817,49260.625373459894
No,No,829.3296907099102,48734.16616904286
No,No,831.4561418810623,58476.73923118819
No,No,388.5483504699359,18007.832960071875
No,No,947.6349327408963,46813.51630809571
No,Yes,1759.4123251745748,11556.184528046935
No,No,455.1907841981149,36488.15784998073
No,No,1035.5529439982179,29423.232028592305
No,Yes,1151.8995166111863,15097.512332288692
No,No,618.5275092228185,54956.99054466208
No,No,512.5135258487397,44178.84050366544
No,Yes,0,20476.15572453062
No,No,904.4240808861822,56062.01653124472
No,Yes,898.6319507532439,15293.874049459395
No,No,662.3026320703216,44664.005908681036
No,No,1131.4124336246202,37663.22686932353
No,No,0,29775.15887292759
No,No,309.83821499749945,54945.581675576286
No,Yes,405.5682900945818,20523.912313183166
No,No,651.3743294910099,44648.696411172925
No,No,1028.1812494583114,32249.845672191736
No,No,1659.2921909481497,36641.727233960766
No,No,765.8186636341144,33216.35319804123
Yes,Yes,1875.4588946248518,17820.46332883569
No,No,1431.7419731151913,37793.287322510165
No,No,1509.9156640855326,24427.7685054556
No,No,1639.3905719662746,30624.77592849183
No,Yes,1351.8497223330232,25890.50398849984
No,Yes,623.7578592970929,19191.966916563335
No,No,93.94056279368237,19811.33054277875
No,Yes,2128.4341482387144,22664.219843924024
No,No,807.4057380447117,43853.88425267129
No,No,637.2169994328945,48461.90943714983
Yes,Yes,1881.049952319022,16580.45056355778
No,No,786.6410084545624,57704.64460921197
No,No,110.55593112118424,32419.150792782202
No,Yes,242.4629887620606,23413.35958879707
No,No,1039.098373896663,26217.132054760987
No,No,975.3887417770605,45597.937692271844
No,No,1358.5734334749368,20700.706083100908
No,Yes,1005.5938287339417,15851.482645638405
No,No,440.63765006758183,50902.136144632495
No,Yes,1202.3907051780209,14036.620879558033
No,No,325.586549913805,45809.984240483354
No,No,394.4129447648132,52725.15993915224
No,No,998.3620610521194,38385.29130784911
No,No,234.69932072628478,28098.89325443199
No,No,1056.9273525241056,38367.86794652642
No,No,673.0161171960983,29735.961597091133
No,No,1306.4845722752016,41224.62502424323
No,No,1274.7965502636762,18044.82312228981
No,No,1276.4032775743087,52215.1340325795
No,No,327.32250807644454,29816.38032070506
No,Yes,843.9202066893049,20754.024165076255
No,Yes,377.7676036738868,14021.58889920556
No,No,1245.4222053272506,36897.780109124855
No,No,480.7875549646287,11193.415698965924
No,Yes,1799.1493493652806,20215.623823512302
No,Yes,0,23735.40854205581
No,No,825.6009660469917,33986.697324439876
No,No,282.0424337028856,50501.077238117505
No,Yes,0,18032.07378116239
No,No,1584.5659431500835,45447.18702811771
No,No,717.3419269516882,44266.37654017923
No,Yes,1367.7865145272694,12449.279035670008
No,No,298.70451662012925,39599.66157933863
No,Yes,468.2576617660542,6365.5645758951905
No,No,999.4856454517985,37919.02125595654
No,No,480.093086854764,57068.1304585653
No,No,593.160786354557,46475.03132161003
No,No,1273.2448303305944,49136.47419586844
No,No,797.2493692912475,39928.58817861158
No,No,1470.342592701384,26136.74368794535
No,No,772.3753146240764,36997.33673520047
No,Yes,1669.7237090424271,20301.315978693492
No,Yes,992.780221091888,16585.324282047146
No,Yes,1223.8858143186462,19520.009000374175
No,No,730.6335592721482,42300.14686784249
No,No,196.4569131361834,41346.78591323998
No,No,735.1033376705258,51403.71596984858
No,No,1404.0991555502342,28764.49670621061
No,No,112.4707089134489,34320.02615029422
No,Yes,220.8914187671728,25667.865940723612
No,Yes,813.1853162929181,24823.799170996666
No,No,0,31825.76497192149
No,No,269.58791879417396,38650.34608817265
No,No,650.0070412876373,41427.87732175281
No,No,369.0417879941886,38468.24464811023
No,No,415.2887519202613,35790.130892771114
No,No,1456.6309845078117,38676.54566444154
No,Yes,1215.3836103401522,15994.041023635378
No,No,623.0920539835402,42035.452619668686
No,No,665.6278337056034,55093.38239870941
No,Yes,1093.6390584112883,14790.769189655553
No,No,1046.1353243658223,47218.81678968954
No,Yes,287.60741325577703,24440.225195352603
No,Yes,322.3119543377687,10056.110545317602
No,Yes,1436.329318483885,7761.318943073717
No,Yes,1448.9502072617263,28273.835388573283
No,No,0,51480.38735123269
No,No,309.862823258618,56100.054413990154
No,No,796.3908026274679,47600.49451535648
No,No,489.1655606804075,26875.723739754798
No,Yes,720.516450875564,20222.94899096862
No,Yes,870.023992705307,15955.885151771457
No,No,1095.4717793906714,53581.15671224447
No,No,1344.5559504616313,34841.26051770804
No,No,1475.5038468372127,44769.12214190274
No,Yes,508.0502997415856,14925.96115458164
No,No,1184.6839038579562,37937.95264526132
No,No,601.8385009493018,37697.37005116271
No,Yes,328.0383341678569,19566.267236923955
No,No,118.86980009973627,42823.57196341769
No,Yes,1883.0654560473604,23989.89245568625
No,No,901.55391841873,57100.41767306405
No,No,0,44216.92937768469
No,Yes,1523.8800954605408,19342.983519581037
No,Yes,676.6132706377061,16148.186373795155
No,No,785.786657440919,48179.382877098855
No,No,1730.1104577247368,48766.800905900265
No,No,524.0856188693909,40319.11813712026
No,No,0,40574.420785257564
No,No,499.91343572224787,28352.55339211506
No,No,835.1899280062264,44678.83175080594
No,No,901.0757264586574,38613.426651495865
No,No,506.4623207754946,36596.12673878742
No,No,536.5174942303155,28629.46367067938
No,Yes,0,9321.463734315099
No,No,1490.7150755931143,36417.40004139902
No,Yes,541.3347065361204,21245.32063456691
No,No,490.64506302413685,37998.71435166083
No,No,821.4936018732917,34739.3948123132
No,No,214.98179041123603,46693.9377394772
No,Yes,1322.145995910333,21272.575943023778
No,No,652.8174542807793,41161.85735422432
No,No,1333.1973129973453,33782.90384726383
No,No,639.8670343510653,34879.55851050144
No,No,712.4120488746752,42352.09149115861
No,Yes,0,17791.433227721744
No,No,943.9378334822029,48198.400609456105
No,No,845.0207249135144,33895.23784987131
No,No,98.2290556803614,48070.15931622693
No,No,1194.4564635290635,49316.997758463054
No,No,391.55835802556334,45822.52435659179
No,No,1024.9468188811393,49675.560419035246
No,No,589.5580942626813,42335.44703469941
No,No,401.829042222614,47175.61452255787
No,No,0,43311.64069622921
No,No,1006.6804881066819,33348.57535983131
No,No,1026.6336156807756,61064.38757695509
No,No,0,38665.87023651336
No,No,300.8762062277721,51423.694642596834
No,No,1254.1310546254497,37456.26199094681
No,No,972.0318640314952,18510.946033197964
No,Yes,652.8675876703935,23515.13131795758
No,Yes,548.1362887880503,19501.341067875423
No,No,413.5765512762697,49424.31037553035
No,Yes,1785.7975159211728,15291.670795193262
No,Yes,0,18162.770491609605
No,No,952.3348213464201,44864.15486484306
No,Yes,1130.0567874408764,18467.102194201136
No,No,989.6864199644285,27856.57706066958
No,No,0,41740.686597245134
No,No,612.9606530426692,43392.88708933901
No,No,621.0034435402672,37249.436435252734
No,Yes,875.362352530899,14637.176933015515
No,Yes,1334.7808079251806,20468.4408385118
No,No,296.88183065088464,43136.56168294791
No,No,855.8223810053129,56219.80883662982
No,No,803.9755662617372,41429.24825357565
No,No,103.04234182743994,45798.67469908154
No,Yes,452.3023556099139,19922.640124741723
No,Yes,292.30002090730704,17321.227121955904
No,No,1400.1631868845725,52343.47717754223
No,No,1218.4213907309302,40449.31171211871
No,No,909.8655536065091,44879.27758380248
No,Yes,826.4536365139141,21342.703029735865
No,No,1201.0165477297974,41585.83204786555
No,No,1700.2949761481436,53844.578986438624
No,No,496.7518121611077,35955.63927779409
No,No,424.760272309022,29502.4035832783
No,No,316.01213089377785,34250.521603289
No,No,221.4799857085402,37782.99708391422
No,No,1654.2349562691325,39580.129709286855
No,Yes,240.10136670820873,21142.041901415167
No,Yes,422.1894101331874,14366.569053502608
No,No,1071.0073693662398,40758.0020422819
No,No,1216.9814515885405,37967.68807500242
No,No,899.4620065213632,36335.21951766095
No,No,919.8126372136812,44316.35832698364
No,No,1371.3308989317484,35820.62983287203
No,No,28.813743458315457,36941.06340150264
No,Yes,1176.893302532826,23634.81573125483
No,No,999.6540135699722,27564.688706363027
No,No,0,44980.29303903746
No,No,1267.00144444768,32752.193740921884
No,No,692.034167065432,47806.61177289631
Yes,No,1807.6844907032253,42308.95445370471
No,No,980.0371688725191,31977.563332013517
No,No,1603.665222706427,25802.303467604957
No,Yes,704.095463378673,16509.522934498207
No,No,1045.426885931221,50639.060093380715
No,Yes,726.7641456855979,16079.636751975127
No,No,381.2585585455308,55896.23385439893
No,No,564.3948535443006,30380.640004334855
No,No,783.0015156150345,37428.220037132414
No,No,801.8027115159008,46182.2570982408
No,No,1814.1681948665803,28322.839189575356
No,No,932.0569662927189,45505.307224283664
No,No,265.3022838742622,32276.46293736108
No,No,963.7228111660489,47605.76858620133
No,No,770.0819345700813,38010.261113663364
No,Yes,1034.9023911577092,15945.13985177415
Yes,No,1751.3470875819057,38381.58579519978
No,No,419.6373476658685,55967.99316726527
No,Yes,1271.5629570623564,18999.616806648224
No,Yes,806.9961112104728,15964.99697561917
No,No,929.9259221271694,34535.455269791186
No,No,734.7218364025825,35010.025872603605
No,Yes,1466.9394390561536,19139.62962584922
No,No,986.818165877003,32386.16235872096
No,No,528.8673881654354,38881.47626489342
No,No,221.69046189335518,34786.101351558114
Yes,Yes,2169.196186756104,18195.266900905
No,No,828.2325105510251,42246.2173550012
No,Yes,606.1251346370102,16957.64876354121
No,Yes,1107.4003797968307,15661.579730560126
No,Yes,529.2734426111724,20358.833634644598
No,No,111.41689099462633,33328.245883567295
No,Yes,1282.4749516367003,25304.58643787985
No,Yes,1010.8485909517094,16428.754554919342
No,No,408.1160299936207,39388.31756118266
No,Yes,1128.7687280129583,17718.941736732017
No,Yes,1086.161107725434,23576.786729848052
No,Yes,1627.774612537573,23516.639031481314
No,Yes,1068.8607417383366,20804.378676645207
No,No,1046.9181213387164,42376.50217084914
No,No,844.4038026066255,36854.636343176506
No,No,909.4842199967302,48358.44096660822
No,Yes,531.358419832627,11420.568695067304
No,No,1309.564374108818,47432.43278112596
No,No,727.957482040349,53606.973140830436
No,No,1253.1816404602882,71238.55059818304
No,Yes,1196.0418218140044,19665.829197163937
No,No,708.8139761626338,38295.23380644773
No,No,876.7655552777279,49291.1665644759
Yes,Yes,1819.9409360344391,19393.48296907928
No,No,599.6677199422198,36584.07623926718
No,Yes,1078.5142591889053,20073.355240410096
No,No,331.1643387428488,25922.416735401734
No,Yes,1094.740579046757,19638.26542807402
No,No,1024.8236567327363,46113.64711707031
No,No,854.5112787041677,34463.765108668566
No,No,971.3514351157695,46533.85648313264
No,Yes,453.92979864684787,12665.306995423487
No,Yes,1143.3290160662623,17367.92552736039
No,No,135.95334575120194,49372.83598441086
No,No,434.7147712921885,35454.75541647148
No,No,531.4863605584585,28836.192622819613
No,Yes,1165.8402091098703,20495.158600731527
No,No,241.163150062669,36581.25912387611
No,No,1181.000358989711,35123.740066637925
No,Yes,1507.8924512767185,14632.257660695324
No,No,1110.0606155660037,40236.50148607189
No,No,0,41523.75247737103
No,No,0,29021.745278128627
No,Yes,0,18251.725624042614
No,No,1231.3518943233687,29867.87647368824
No,Yes,979.8771549154777,13522.421506398361
No,No,1356.743836184139,54489.93877741679
No,No,1505.707166930713,35786.327159483815
No,Yes,940.4793542825696,20578.80722507565
No,No,489.51991369456044,22750.692176414217
No,Yes,999.2811119815614,20013.350643916263
No,No,906.2310970843232,46715.23468352513
No,No,935.4810049689618,56610.815569566716
No,No,702.2766270245462,49708.95525188425
No,Yes,1577.675430607354,11951.478613793653
No,No,0,37343.41680746757
No,Yes,856.5644805097263,23199.977024300417
No,No,48.965550263922296,27069.7397840305
No,Yes,976.4514846743572,10541.57022516662
No,No,909.7642676786584,42468.27822094527
No,No,1830.4715471268487,24053.476920663124
No,No,987.8147997017234,25809.98027986828
No,No,1214.2111918595442,45778.02670763368
No,No,1394.4767755672938,44092.54867789671
No,No,403.2400248575811,42993.43641421122
No,Yes,893.3304676122754,11905.681792548356
No,No,12.07926653361244,32670.419640150347
No,No,0,31005.035758009402
No,No,1440.4339615672434,27532.653573393713
Yes,Yes,2502.6849312485065,14947.519752398683
No,No,843.4972440010016,41917.319765102984
No,No,634.4950473207792,35131.30152683332
No,Yes,885.2125319557942,11774.41657002289
No,No,618.8011590138549,25927.57156475285
No,No,944.332567427518,44444.14917647873
No,No,1140.071899369535,33605.37793263139
No,No,1375.2973601285073,35810.9142097506
No,No,636.3043098440437,52011.069216214164
No,Yes,412.3886361745309,9892.127549393303
No,No,934.9697034577234,42325.7499854437
No,No,797.7091655673554,39677.697205130695
No,Yes,1060.2200341391676,22795.942988319224
No,No,1236.1581244068268,19682.710901311537
No,No,460.879415522297,40046.029327278484
No,No,757.9077111979464,37088.839573286816
No,No,917.9527564077928,31380.233170996074
No,Yes,883.1573413260259,18213.075961837105
No,No,909.6336239333584,41915.52065513514
Yes,Yes,1807.705844111865,21849.481631309263
No,No,1080.3212811841438,48226.72970274042
No,Yes,802.0089304092475,15469.65262469976
No,Yes,1030.0521121944573,9760.399561099428
No,Yes,789.2835877758914,20370.17371420884
No,Yes,534.6929068242832,18729.56624041607
No,No,861.6904461915516,58029.640234208964
No,No,0,39858.127228127094
No,No,357.96946072893263,57012.55088130064
No,No,202.32120810416495,37188.56938421231
No,No,1160.0612652402406,51895.304037788155
No,No,499.62278056779496,42052.87011765739
No,No,1382.454952496101,40394.30860019643
No,No,772.40563332837,39023.49163975362
No,No,768.3729470153157,44405.30874529998
No,No,1063.1556747129453,34642.064756934335
No,Yes,1503.0751298552411,10600.413540323476
No,Yes,1378.2173385201818,20119.82919555686
Yes,No,1920.2423320563569,57242.98340698706
No,No,1029.8193081050754,50635.89081344972
No,Yes,0,15274.469027540494
No,No,931.5769841863632,52703.791223180386
No,No,534.5687079800778,37281.04021068833
No,No,0,31418.369136450343
No,No,1041.0715231936479,41485.62371819213
No,Yes,1203.98225964262,21524.318420607957
No,No,1609.297030935606,52752.968425183106
No,No,195.02233518611752,44222.97873996825
No,No,742.821230246206,34353.48790546322
No,No,1690.3873495135028,46228.3200574542
No,No,1280.2301902283189,23647.33320288117
No,No,1916.0885075645367,23316.570248410346
No,Yes,1025.087572766084,29019.3262183216
No,No,883.0162511468646,37961.155919785924
No,Yes,402.50336560226424,12255.870741656452
No,Yes,357.5956652690244,18141.00281645589
No,No,0,49525.745020849405
No,Yes,565.8300588403064,21042.227716922756
No,No,969.6560182526459,40142.13414580252
No,Yes,1675.6587643261096,20773.133296592434
No,Yes,1575.238116144209,24469.491397924252
No,No,1053.405494673708,52921.85379191593
No,No,551.2540524118684,48007.99180754255
No,Yes,566.5231194004397,25398.39837847354
No,No,1377.462061342761,49406.07270157496
No,No,319.0300660058981,27401.11677435247
No,No,246.75641385995374,37138.386299211255
No,Yes,1660.1117979186874,26838.93305413901
No,No,753.686888348247,42230.64777296606
No,No,713.0675439666552,44413.7513911328
No,Yes,789.3772661583716,21140.508867015462
No,No,298.7751393744767,33255.83885247904
No,No,841.8517271832604,48615.01457154621
No,No,78.16808284336275,56254.17530650519
No,No,929.7454816906352,36071.5242639506
No,No,1028.235235109552,31297.961958189648
No,No,464.7626820246112,17862.226868462592
No,Yes,901.1752435227454,16745.06684854905
No,No,615.471254254668,38161.65570352159
No,No,1033.4262717623717,43594.76232115242
No,Yes,826.7412128424744,18856.90002999306
No,Yes,766.4062474218338,22296.98369960444
No,No,594.6012612463469,36190.75638846013
No,No,626.9739384044891,50447.774150317244
No,Yes,389.21324176533835,22907.767464487613
No,No,284.39569740329426,60840.80984452969
No,No,363.2293300630181,51821.42682638114
No,No,1248.830649078276,39317.90418038763
No,No,462.6746282721809,50229.5858853097
No,No,1353.2649239331213,43888.88305742192
No,No,506.776514229109,40625.487473135865
No,No,1304.7008790996517,45162.65104344161
No,No,918.0142980274061,26798.071411300843
No,No,1051.8477486233116,37160.273303241505
No,No,495.7089541785614,24845.432974480485
No,No,1282.5675709511218,36558.837920638645
No,No,1115.7387769394718,48125.64675520875
No,Yes,677.552825772912,20745.015325624616
No,No,1117.6297036979608,61940.015777464716
No,No,657.6876177190878,26454.585752523744
No,No,1228.3342999314777,43577.66949173001
No,No,214.27269039566136,56032.64758125642
No,Yes,938.3393289855238,21911.72721196563
No,No,1018.4362364989863,53962.27768899115
No,No,910.4490235336277,44054.916423269555
No,No,104.44321507779182,46928.00549117124
No,No,194.5543900709115,38794.145908193226
No,Yes,1636.5197246925395,17533.34220096706
No,No,638.817455651788,46704.73800270466
Yes,No,1926.5990821271369,59224.45275899547
No,No,836.8498663216471,27936.518920773153
No,Yes,1355.313216012124,11070.854973970563
No,No,938.0901343624379,46370.821257040734
No,No,339.53186469719356,31092.757653169218
No,No,586.8113870653075,40353.35047803371
No,No,335.1071557667911,36374.214382564096
No,No,1294.5235695802157,28001.049073182636
No,No,1034.6011623992206,41252.72832911391
No,Yes,296.4627560215945,20138.246985403406
No,Yes,864.9479860547474,8624.22071922716
No,No,1236.5474935522334,36211.49036181674
No,No,245.50596145798596,31307.24364428183
No,No,922.6664691491223,33445.489689114496
No,No,924.2415348044092,45207.38762570052
No,Yes,969.7841590544374,21412.600980125157
No,No,1185.1493653955981,32467.417740848687
No,Yes,313.2133614418992,28399.35085675944
No,Yes,0,15587.900603808193
No,Yes,745.2824715931708,17803.757363830206
No,No,825.5133305172009,24905.226577523485
No,No,1073.498260598436,44764.11054762013
No,No,847.9815065677612,43023.58501158085
No,No,853.0604227637353,39553.36567832929
No,No,92.97568855894917,49608.58643928163
No,Yes,708.9778282846919,15968.91655695846
No,No,983.4906791818405,20828.53065235727
No,Yes,527.653897972175,17819.96533898024
No,No,865.6970037668908,33541.04637956183
No,No,751.297218621075,25013.614074511148
No,No,456.0033270340179,29898.005063592514
No,No,662.7032549586492,48652.16994293753
No,Yes,1590.1764125721606,18666.412211868854
No,No,1258.5763988019316,33571.14451803901
No,No,1125.1587364375946,37864.3259790881
No,Yes,1167.6201240976459,23502.21282313772
No,Yes,1233.2500106407624,16076.854261266006
Yes,Yes,2047.4170065149822,13678.508032147027
No,Yes,1391.4415971627989,11685.645428500367
No,No,939.6986739667504,52383.27521630825
No,No,713.7206101641834,17753.76731547602
No,No,537.926697481975,45615.195664984145
No,Yes,552.2040873402808,22554.578522552845
No,No,1026.5067098023887,42042.167941736276
No,No,204.39619956638023,38979.6238800119
No,No,877.4158793711532,22997.9450275693
No,No,891.4032409541946,46611.73163625492
No,No,219.115003152167,31490.53342132012
No,Yes,1056.1810671972644,16873.511758950575
No,Yes,402.3587994573405,15256.484184540896
No,Yes,1654.632734508539,23687.35720659898
No,Yes,499.957229779348,22884.952565322244
No,No,72.92836970008534,13300.76954762177
No,Yes,1263.880058490021,12418.80764743752
No,No,325.8596080243473,36682.28256860628
No,No,530.5473292068168,44627.562644629725
No,Yes,1316.210983117292,16327.625982002102
No,No,660.5336718378176,31480.04081651919
No,No,1109.2214832988168,56680.13753082782
No,No,456.3730187550507,47633.78544351933
No,Yes,360.0091601651011,18487.433254232543
No,No,852.9713398806668,42773.77146030025
No,Yes,1581.0659357275842,17331.325829665737
No,No,396.82031598499054,51560.02810054645
No,No,784.3836919923201,44927.4957037727
No,No,0,61608.53204558311
No,No,723.2433746699935,43459.01185429779
No,No,107.70667190649476,42199.96762562839
No,No,487.1168882790602,55459.452995044274
No,Yes,582.8738672469576,17730.551102025674
No,No,861.6529480429937,27355.805022347828
No,No,1023.3621601843043,34632.10269226222
No,Yes,747.9585112355915,19869.3901776741
No,No,1231.214516944996,48156.35755907248
No,Yes,1048.4875962578221,22935.595450934794
No,No,309.7823538802284,33671.56261415226
No,Yes,1619.7141513789675,21781.940562491072
No,No,1708.1499669885532,46416.94558384455
Yes,No,1972.1668196764829,34362.63500799982
No,No,338.2662016470924,37767.23986289297
No,No,173.9594605148909,53965.0512087132
No,No,1377.772007185768,51633.329550875984
No,No,1033.7566582361274,21837.242832730775
No,No,457.95774363376125,36211.19498610061
No,No,813.7409929009125,30975.214086435248
No,No,0,34066.43811455025
No,No,1243.3265184082825,41639.68038163342
No,No,1226.3707172257268,21426.306984274375
No,No,1156.2895580828292,33959.73852864843
No,No,814.2436789469831,29631.110065949848
No,No,542.1405751360422,22394.191104449095
No,No,1517.918958368935,49400.17083787729
No,Yes,1155.2221751264428,18442.340926350003
No,No,531.7442106919837,38122.19239997185
No,Yes,1113.3269644083712,14579.65697743867
No,Yes,502.6458212227571,14425.08416805317
Yes,No,1350.6032609935396,21541.29879381078
No,No,0,39120.084789898705
No,No,798.4773510643921,32921.633935552
No,No,1553.289603936011,44150.16208823996
No,No,27.271878492001747,51659.878411425816
No,No,1314.7652046619964,30067.410647322293
No,No,853.2414215846882,29484.052380177643
No,Yes,1050.4093860366079,16746.062821484287
No,No,740.3867858826442,46877.96074223303
No,No,572.0157602305989,33046.312957503316
No,Yes,773.9218612577349,14558.91213838347
No,No,523.7533677622771,33767.05071419758
No,No,1207.6979060635895,34857.5403138442
No,No,536.2538615656824,32994.151363291814
No,No,517.9885180603392,45495.00542530394
No,No,545.9932912198209,52619.62177230533
No,No,1001.2219707782754,44801.401001788145
No,Yes,1096.6921358302761,20856.587639818714
No,No,543.0371296790864,31268.09516219076
No,No,0,16601.635275839675
No,No,150.7705445926632,31216.785864636855
No,No,1062.28400958965,50894.10364589655
